Council,DEA,Elected,Name,Party,FirstPrefs,PartyGrouped,Category,DataCategory
North Down and Ards,Bangor West,,"Graham, Alan",DUP,749,DUP,Unionist,2019 Votes
North Down and Ards,Bangor West,Y,"Wilson, Scott",Alliance,703,AP,Other,2019 Votes
North Down and Ards,Bangor West,,"English, Ben",Conservatives,114,Conservatives,Unionist,2019 Votes
North Down and Ards,Bangor West,,"Maxwell, Kieran",Sinn Féin,71,SF,Nationalist,2019 Votes
North Down and Ards,Comber,Y,"Girvan, Deborah",Alliance,1516,AP,Other,2019 Votes
North Down and Ards,Comber,Y,"Smith, Philip",UUP,1082,UUP,Unionist,2019 Votes
North Down and Ards,Comber,Y,"Gibson, Robert",DUP,985,DUP,Unionist,2019 Votes
North Down and Ards,Comber,Y,"Cummings, Trevor",DUP,843,DUP,Unionist,2019 Votes
North Down and Ards,Comber,Y,"Cooper, Stephen James",TUV,695,TUV,Unionist,2019 Votes
North Down and Ards,Comber,,"Montgomery, John",DUP,643,DUP,Unionist,2019 Votes
North Down and Ards,Comber,,"Bamford, Ricky",Green,372,GP,Other,2019 Votes
North Down and Ards,Comber,,"Palmer, Michael",UUP,318,UUP,Unionist,2019 Votes
North Down and Ards,Comber,,"Sloan, John",Independent,73,Independent,Other,2019 Votes
North Down and Ards,Holywood and Clandeboye,Y,"Muir, Andrew",Alliance,1397,AP,Other,2019 Votes
North Down and Ards,Holywood and Clandeboye,Y,"Woods, Rachel Elizabeth",Green,1311,GP,Other,2019 Votes
North Down and Ards,Holywood and Clandeboye,Y,"Greer, Gillian",Alliance,1249,AP,Other,2019 Votes
North Down and Ards,Holywood and Clandeboye,Y,"Dunne, Stephen Gordon",DUP,1139,DUP,Unionist,2019 Votes
North Down and Ards,Holywood and Clandeboye,,"Dunlop, Roberta",DUP,677,DUP,Unionist,2019 Votes
North Down and Ards,Holywood and Clandeboye,Y,"McClean, Carl",UUP,507,UUP,Unionist,2019 Votes
North Down and Ards,Holywood and Clandeboye,,"Lemon, Tim",UUP,416,UUP,Unionist,2019 Votes
North Down and Ards,Holywood and Clandeboye,,"Turner, Andrew",Conservatives,141,Conservatives,Unionist,2019 Votes
North Down and Ards,Newtownards,Y,"Menagh, Jimmy",Independent,2138,Independent,Other,2019 Votes
North Down and Ards,Newtownards,Y,"Armstrong, Naomi",DUP,1232,DUP,Unionist,2019 Votes
North Down and Ards,Newtownards,Y,"Mathison, Nick",Alliance,1091,AP,Other,2019 Votes
North Down and Ards,Newtownards,Y,"McIlveen, Stephen",DUP,898,DUP,Unionist,2019 Votes
North Down and Ards,Newtownards,Y,"Smart, Richard",UUP,736,UUP,Unionist,2019 Votes
North Down and Ards,Newtownards,Y,"McDowell, Alan Joseph",Alliance,574,AP,Other,2019 Votes
North Down and Ards,Newtownards,Y,"Kennedy, Colin",DUP,570,DUP,Unionist,2019 Votes
North Down and Ards,Newtownards,,"Dickson, Ian",UUP,481,UUP,Unionist,2019 Votes
North Down and Ards,Newtownards,,"Macartney, Maurice",Green,374,GP,Other,2019 Votes
North Down and Ards,Newtownards,,"Corry, Paul Robert James",UKIP,223,UKIP,Unionist,2019 Votes
North Down and Ards,Newtownards,,"King, Ben",Independent,24,Independent,Other,2019 Votes
"Armagh, Banbridge and Craigavon",Armagh,Y,"CAMPBELL, Mealla Ellen",SDLP,1350,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,Y,"DONNELLY, Freda",DUP,1095,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,Y,"KEATING, Garath",Sinn Féin,2298,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,Y,"McNALLY, Darren",Sinn Féin,1396,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,Y,"NICHOLSON, Sam",UUP,1329,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,Y,"O'HANLON, Thomas",SDLP,1705,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,,"ROLLSTON, Joy",UUP,878,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,,"WATT, Adam",UKIP,240,UKIP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,,"WHITE, Gerard Paul",Sinn Féin,982,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Armagh,,"ZAHID, Mohammad",Alliance,140,AP,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,Y,"Barr, Glenn",UUP,1999,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,Y,"Burns, Ian",UUP,1373,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,Y,"Curran, Brendan Patrick",Sinn Féin,862,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,Y,"Doyle, Seamus",SDLP,975,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,Y,"Greenfield, Paul",DUP,966,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,,"Hamilton, Marie",SDLP,680,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,,"Hutchinson, Emma",NI21,371,NI21,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,Y,"Ingram, Elizabeth",UUP,1318,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,Y,"McCrum, Junior",DUP,1030,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,,"McQuaid, Sheila Mary",Alliance,579,AP,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,,"Savage, Kevin Jude",Sinn Féin,547,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Banbridge,,"Wilson, Ian McMaster",DUP,730,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,,"CLELAND, John",Alliance,397,AP,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,,"CORR, Kieran, Peter",Independent,490,Independent,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,,"CUMMINGS, Brian",PUP,411,PUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,,"FLAHERTY, Julie",UUP,445,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,,"LARKHAM, Thomas, Patrick",SDLP,439,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,Y,"LENNON, Fergal, Thomas",Sinn Féin,910,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,,"McALEENAN, Vincent, J, E",Sinn Féin,213,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,Y,"McALINDEN, Declan",SDLP,841,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,,"O'CONNOR, Tommy",Sinn Féin,782,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,Y,"SMITH, Robert, Woolsey",DUP,1250,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,Y,"TINSLEY, Margaret",DUP,899,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Craigavon,Y,"TWYBLE, James, Kenneth",UUP,1389,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Cusher,Y,"BERRY, Paul",Independent Unionist,1927,Independent Unionist,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Cusher,,"DOYLE, Mary Elizabeth",Sinn Féin,1023,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Cusher,Y,"HAUGHEY, Sharon",SDLP,1200,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Cusher,Y,"KENNEDY, Gordon",UUP,1812,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Cusher,,"McCLELLAND, Tim",DUP,1025,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Cusher,Y,"SPEERS, Jim",UUP,2221,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Cusher,Y,"WILSON, Gareth",DUP,1285,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,Y,"Baxter, Mark Thomas Richard",DUP,1341,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,Y,"Black, Carol",UUP,845,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,,"Downey, Keara Elizabeth",Sinn Féin,272,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,Y,"Gamble, Hazel",DUP,804,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,,"Hamilton, Harry",Alliance,522,AP,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,,"Hutchinson, Neville",NI21,287,NI21,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,,"Litter, Maureen",SDLP,316,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,,"McCammond, Frazer Carson",DEMOCRACY FIRST,173,Independent,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,,"Mercer, Olive",UUP,764,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,,"Morrison, Samuel",TUV,766,TUV,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,Y,"Rankin, Paul David",DUP,1268,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lagan River,Y,"Woods, Marc",UUP,1023,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,Y,"CAIRNS, Maire",Sinn Féin,1002,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"CARSON, Aaron",UUP,539,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"DAVIDSON, Lexi",PUP,321,PUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"FERGUSON, Roy",TUV,370,TUV,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,Y,"HAUGHIAN, Keith William",Sinn Féin,930,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"JOHNS, Jonny",UKIP,264,UKIP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"LAVERY, Peter",Alliance,589,AP,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,Y,"LOCKHART, Carla",DUP,2013,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"MACKLE, Liam",Sinn Féin,587,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"McCLELLAND, Stuart",NI21,141,NI21,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,Y,"McCUSKER, Colin",UUP,903,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"McDADE, Pat",SDLP,648,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"McGEOWN, Noel, Francis",Sinn Féin,756,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,Y,"MOUTRAY, Philip",DUP,583,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,Y,"NELSON, Joe",SDLP,839,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,,"OCHAL-MOLENDA, Anna",SDLP,173,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Lurgan,Y,"SEELEY, Catherine",Sinn Féin,844,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,Y,"BEATTIE ,Doug",UUP,1089,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,Y,"BUCKLEY, Jonathan",DUP,1738,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,Y,"CAUSBY, Darryn",DUP,954,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,,"COLEMAN, Paul",TUV,716,TUV,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,,"DUFFY, Paul, Anthony",Sinn Féin,827,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,,"GIFFEN, Pete",Alliance,213,AP,Other,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,Y,"HATCH, Arnold",UUP,955,UUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,Y,"JONES, Robert, David",UKIP,818,UKIP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,Y,"MCKENNA, Gemma, C",Sinn Féin,929,SF,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,,"MCNEILL, Eamon",SDLP,917,SDLP,Nationalist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,,"MCWILLIAMS, Terry",DUP,753,DUP,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,,"SPENCE, Kyle, Thomas",NI21,85,NI21,Unionist,2014 Votes
"Armagh, Banbridge and Craigavon",Portadown,,"STEVENSON, John",PUP,542,PUP,Unionist,2014 Votes
Belfast,Balmoral,Y,"Ó MUILLEOIR, Máirtín",Sinn Féin,1525,SF,Nationalist,2014 Votes
Belfast,Balmoral,Y,"HANNA, Claire",SDLP,1524,SDLP,Nationalist,2014 Votes
Belfast,Balmoral,Y,"STALFORD, Christopher",DUP,968,DUP,Unionist,2014 Votes
Belfast,Balmoral,,"CLARKE, Sarah",DUP,950,DUP,Unionist,2014 Votes
Belfast,Balmoral,Y,"DUDGEON, Jeffrey",UUP,878,UUP,Unionist,2014 Votes
Belfast,Balmoral,Y,"BRADSHAW, Paula Jane",Alliance,806,AP,Other,2014 Votes
Belfast,Balmoral,,"CARTWRIGHT, Justin Kane",SDLP,589,SDLP,Nationalist,2014 Votes
Belfast,Balmoral,,"RICE, Simon",PUP,533,PUP,Unionist,2014 Votes
Belfast,Balmoral,,"DOYLE, Jamie",Alliance,430,AP,Other,2014 Votes
Belfast,Balmoral,,"MCKENZIE, Tina",NI21,256,NI21,Unionist,2014 Votes
Belfast,Balmoral,,KONTORRAVDIS Elli,Green,224,GP,Other,2014 Votes
Belfast,Balmoral,,"NEESON, Barbara",NI21,74,NI21,Unionist,2014 Votes
Belfast,Balmoral,,"TIMSON, David",Conservatives,74,Conservatives,Unionist,2014 Votes
Belfast,Balmoral,,"COLLINS, Gerard",Independent,70,Independent,Other,2014 Votes
Belfast,Black Mountain,Y,ATTWOOD Tim,SDLP,1258,SDLP,Nationalist,2014 Votes
Belfast,Black Mountain,Y,AUSTIN Janice,Sinn Féin,1784,SF,Nationalist,2014 Votes
Belfast,Black Mountain,Y,BEATTIE Ciaran,Sinn Féin,1340,SF,Nationalist,2014 Votes
Belfast,Black Mountain,Y,CARROLL Gerry,People before Profit Alliance,1691,PBP,Socialist,2014 Votes
Belfast,Black Mountain,Y,CARSON Arder,Sinn Féin,1509,SF,Nationalist,2014 Votes
Belfast,Black Mountain,Y,CORR Steven,Sinn Féin,1793,SF,Nationalist,2014 Votes
Belfast,Black Mountain,,GRAY Lauren,Alliance,110,AP,Other,2014 Votes
Belfast,Black Mountain,Y,GROVES Emma,Sinn Féin,1628,SF,Nationalist,2014 Votes
Belfast,Black Mountain,,LOWRY Joanne,Workers' Party,159,Workers' Party,Socialist,2014 Votes
Belfast,Black Mountain,,MAC COITIR Padraic,Éirígí,1026,Éirígí,Nationalist,2014 Votes
Belfast,Black Mountain,,MAC GIOLLA MHIN Caoimhin,Sinn Féin,1428,SF,Nationalist,2014 Votes
Belfast,Black Mountain,,MCDONALD Gerard,SDLP,133,SDLP,Nationalist,2014 Votes
Belfast,Black Mountain,,VALENTE Chris,NI21,83,NI21,Unionist,2014 Votes
Belfast,Botanic,,"BAILEY, Clare",Green,772,GP,Other,2014 Votes
Belfast,Botanic,Y,"BOYLE, Declan",SDLP,971,SDLP,Nationalist,2014 Votes
Belfast,Botanic,,"CHAN-HU, Eileen",NI21,261,NI21,Unionist,2014 Votes
Belfast,Botanic,Y,"CRAIG, Graham",UUP,766,UUP,Unionist,2014 Votes
Belfast,Botanic,,"DICKSON, Billy",TUV,509,TUV,Unionist,2014 Votes
Belfast,Botanic,Y,"HARGEY, Deirdre",Sinn Féin,1326,SF,Nationalist,2014 Votes
Belfast,Botanic,,"LYNN, Paddy",Workers' Party,106,Workers' Party,Socialist,2014 Votes
Belfast,Botanic,,"MANTON, Ben",Conservatives,125,Conservatives,Unionist,2014 Votes
Belfast,Botanic,,"MATTHEWS, Ben",NI21,233,NI21,Unionist,2014 Votes
Belfast,Botanic,,"MCCARTHY, Pat",SDLP,530,SDLP,Nationalist,2014 Votes
Belfast,Botanic,Y,"MCDONOUGH-BROWN, Emmet",Alliance,843,AP,Other,2014 Votes
Belfast,Botanic,,"MEEHAN, Paddy",Socialist Party (Northern Ireland),164,Other Socialist,Socialist,2014 Votes
Belfast,Botanic,,"MORROW, Duncan",Alliance,769,AP,Other,2014 Votes
Belfast,Botanic,Y,"PATTERSON, Ruth",DUP,1268,DUP,Unionist,2014 Votes
Belfast,Botanic,,"SUTTIE, Ewan",PUP,351,PUP,Unionist,2014 Votes
Belfast,Castle,Y,"BROWNE, David",UUP,1133,UUP,Unionist,2014 Votes
Belfast,Castle,Y,"CAMPBELL, Mary Ellen",Sinn Féin,1619,SF,Nationalist,2014 Votes
Belfast,Castle,Y,"CONVERY, Patrick",SDLP,1197,SDLP,Nationalist,2014 Votes
Belfast,Castle,,"CRAWFORD, Alison",NI21,336,NI21,Unionist,2014 Votes
Belfast,Castle,,"CUNNINGHAM, Tierna",Sinn Féin,1038,SF,Nationalist,2014 Votes
Belfast,Castle,,"HUGHES, Fra",Independent,218,Independent,Other,2014 Votes
Belfast,Castle,Y,"MCALLISTER, Nuala",Alliance,1020,AP,Other,2014 Votes
Belfast,Castle,,"MCQUADE, William",PUP,657,PUP,Unionist,2014 Votes
Belfast,Castle,,"MULLAGHAN, Cathal",SDLP,554,SDLP,Nationalist,2014 Votes
Belfast,Castle,Y,"PATTERSON, Lydia",DUP,1276,DUP,Unionist,2014 Votes
Belfast,Castle,Y,"SPENCE, Guy",DUP,1339,DUP,Unionist,2014 Votes
Belfast,Castle,,"WEIR, Gemma",Workers' Party,191,Workers' Party,Socialist,2014 Votes
Belfast,Collin,Y,BELL David,Sinn Féin,1669,SF,Nationalist,2014 Votes
Belfast,Collin,,BURKE Wendy,NI21,427,NI21,Unionist,2014 Votes
Belfast,Collin,,CATNEY Gerard Alphonsus,Alliance,424,AP,Other,2014 Votes
Belfast,Collin,,DRUMM Máire,Éirígí,730,Éirígí,Nationalist,2014 Votes
Belfast,Collin,Y,GARRETT Matt,Sinn Féin,1452,SF,Nationalist,2014 Votes
Belfast,Collin,Y,GROVES Bill,Sinn Féin,1308,SF,Nationalist,2014 Votes
Belfast,Collin,Y,HEADING Brian,SDLP,1067,SDLP,Nationalist,2014 Votes
Belfast,Collin,Y,MAGENNIS Stephen,Sinn Féin,1618,SF,Nationalist,2014 Votes
Belfast,Collin,,MARTIN Gareth Thomas,UUP,476,UUP,Unionist,2014 Votes
Belfast,Collin,Y,O'HARA Charlene,Sinn Féin,1476,SF,Nationalist,2014 Votes
Belfast,Collin,,WHINNERY Laura,SDLP,511,SDLP,Nationalist,2014 Votes
Belfast,Court,Y,"BUNTING, Jolene",TUV,839,TUV,Unionist,2014 Votes
Belfast,Court,,"DOHERTY, Tommy",Republican Network for Unity,282,Independent Nationalist,Nationalist,2014 Votes
Belfast,Court,,"FAULKNER, Wille",Independent,18,Other,Other,2014 Votes
Belfast,Court,,"GALLAGHER, Sheila Mary",Alliance,129,Other,Other,2014 Votes
Belfast,Court,,"HUNTER, Stuart",NI21,117,NI21,Unionist,2014 Votes
Belfast,Court,Y,"HUTCHINSON, Billy",PUP,1674,PUP,Unionist,2014 Votes
Belfast,Court,,"KEENAN, Colin",SDLP,563,SDLP,Nationalist,2014 Votes
Belfast,Court,Y,"KINGSTON, Brian",DUP,1134,DUP,Unionist,2014 Votes
Belfast,Court,,"LOWRY, John Terence",Workers Party,296,Workers' Party,Socialist,2014 Votes
Belfast,Court,,"MANWARING, Bill",UUP,651,UUP,Unionist,2014 Votes
Belfast,Court,,"MAWHINNEY, Billy",PUP,607,PUP,Unionist,2014 Votes
Belfast,Court,Y,"MCCONVILLE, Mary",Sinn Féin,1400,SF,Nationalist,2014 Votes
Belfast,Court,Y,"MCCOUBREY, Frank",DUP,1557,DUP,Unionist,2014 Votes
Belfast,Court,Y,"MCVEIGH, Jim",Sinn Féin,1357,SF,Nationalist,2014 Votes
Belfast,Court,,"THOMPSON, Naomi",DUP,365,DUP,Unionist,2014 Votes
Belfast,Court,,"VERNER, Nicola",DUP,516,DUP,Unionist,2014 Votes
Belfast,Oldpark,,"BAILIE, Christopher",Workers' Party,163,Workers' Party,Socialist,2014 Votes
Belfast,Oldpark,Y,"CLARKE, Mary",Sinn Féin,1559,SF,Nationalist,2014 Votes
Belfast,Oldpark,Y,"CORR, Julie-Anne",PUP,774,PUP,Unionist,2014 Votes
Belfast,Oldpark,,"CUSICK, Sammy",Republican Network for Unity,220,Independent Nationalist,Nationalist,2014 Votes
Belfast,Oldpark,,"FENNELL, Dee",Independent,846,Independent,Other,2014 Votes
Belfast,Oldpark,,"GILMOUR, Wayne",TUV,317,TUV,Unionist,2014 Votes
Belfast,Oldpark,,"HOUSTON, Colin",UUP,366,UUP,Unionist,2014 Votes
Belfast,Oldpark,,"LOUGHRAN, John",Sinn Féin,697,SF,Nationalist,2014 Votes
Belfast,Oldpark,Y,"MAGEE, JJ",Sinn Féin,1240,SF,Nationalist,2014 Votes
Belfast,Oldpark,Y,"MALLON, Nichola",SDLP,923,SDLP,Nationalist,2014 Votes
Belfast,Oldpark,Y,"MCCABE, Gerry",Sinn Féin,1207,SF,Nationalist,2014 Votes
Belfast,Oldpark,Y,"MCKEE, Gareth Ian",DUP,1139,DUP,Unionist,2014 Votes
Belfast,Oldpark,,"MCREYNOLDS, Peter",Alliance,320,AP,Other,2014 Votes
Belfast,Oldpark,,"REYNOLDS, Lee",DUP,764,DUP,Unionist,2014 Votes
Belfast,Lisnasharragh,Y,"GRAHAM, Aileen",DUP,1546,DUP,Unionist,2014 Votes
Belfast,Lisnasharragh,Y,"HOWARD, Carole",Alliance,860,AP,Other,2014 Votes
Belfast,Lisnasharragh,,HUGHES Connal,Green,485,GP,Other,2014 Votes
Belfast,Lisnasharragh,,"HUSSEY, Colin",DUP,916,DUP,Unionist,2014 Votes
Belfast,Lisnasharragh,,"KENNEDY, Dermot",Sinn Féin,637,SF,Nationalist,2014 Votes
Belfast,Lisnasharragh,Y,"LONG, Michael",Alliance,1726,AP,Other,2014 Votes
Belfast,Lisnasharragh,,"McDONNELL, Leah",NI21,315,NI21,Unionist,2014 Votes
Belfast,Lisnasharragh,Y,"McGIMPSEY, Chris",UUP,1362,UUP,Unionist,2014 Votes
Belfast,Lisnasharragh,Y,"MULLAN, Kate",SDLP,878,SDLP,Nationalist,2014 Votes
Belfast,Lisnasharragh,Y,"SANDFORD, Tommy",DUP,980,DUP,Unionist,2014 Votes
Belfast,Lisnasharragh,,"SMYTH, Helen",PUP,630,PUP,Unionist,2014 Votes
Belfast,Lisnasharragh,,"WRAY, Pete",NI21,162,NI21,Unionist,2014 Votes
Belfast,Ormiston,Y,"BROWN, Ross",Green,831,GP,Other,2014 Votes
Belfast,Ormiston,,"CROSBY, Stephen John",UKIP,618,UKIP,Unionist,2014 Votes
Belfast,Ormiston,,"DICKSON, Ian",Aspire to Better,245,Independent,Other,2014 Votes
Belfast,Ormiston,Y,"HAIRE, Tom",DUP,1072,DUP,Unionist,2014 Votes
Belfast,Ormiston,,"HIDDLESTONE, John Andrew",TUV,640,TUV,Unionist,2014 Votes
Belfast,Ormiston,Y,"HUSSEY, John Colin",DUP,821,DUP,Unionist,2014 Votes
Belfast,Ormiston,Y,"JOHNSTON, Peter",UUP,622,UUP,Unionist,2014 Votes
Belfast,Ormiston,Y,"JONES, Mervyn",Alliance,1184,AP,Other,2014 Votes
Belfast,Ormiston,,"KEENAN, Laura",Sinn Féin,56,SF,Nationalist,2014 Votes
Belfast,Ormiston,,"KENNEDY, Brian",DUP,750,DUP,Unionist,2014 Votes
Belfast,Ormiston,,"MCMILLAN, Michael Anthony",SDLP,95,SDLP,Nationalist,2014 Votes
Belfast,Ormiston,,"MCMULLAN, Ross",Alliance,899,AP,Other,2014 Votes
Belfast,Ormiston,Y,"MCNAMEE, Laura",Alliance,898,AP,Other,2014 Votes
Belfast,Ormiston,,"OLORUNDA, Jayne",Aspire to Better,192,Independent,Other,2014 Votes
Belfast,Ormiston,,"REID, Ian",Conservatives,162,Conservatives,Unionist,2014 Votes
Belfast,Ormiston,Y,"RODGERS, Jim",UUP,1899,UUP,Unionist,2014 Votes
Belfast,Ormiston,,"SHANKS, Ian",PUP,720,PUP,Unionist,2014 Votes
Belfast,Ormiston,,"VITTY, Denny",DUP,809,DUP,Unionist,2014 Votes
Belfast,Ormiston,,"WEBB, Andrew",Alliance,561,AP,Other,2014 Votes
Belfast,Titanic,Y,"ARMITAGE, David",Alliance,780,AP,Other,2014 Votes
Belfast,Titanic,,"BLACK, Tommy",Socialist Party (Northern Ireland),108,Other Socialist,Socialist,2014 Votes
Belfast,Titanic,,"GREGOR, Claus",Green,212,GP,Other,2014 Votes
Belfast,Titanic,Y,"COPELAND, Sonia",UUP,1651,UUP,Unionist,2014 Votes
Belfast,Titanic,,"DAVIDSON, Jimmy",NI21,252,NI21,Unionist,2014 Votes
Belfast,Titanic,,"DEVLIN, Peter",SDLP,99,SDLP,Nationalist,2014 Votes
Belfast,Titanic,,"HENDRON, Maire",Alliance,719,AP,Other,2014 Votes
Belfast,Titanic,Y,"KYLE, John",PUP,1150,PUP,Unionist,2014 Votes
Belfast,Titanic,,"LAVERY, Jonny",UKIP,544,UKIP,Unionist,2014 Votes
Belfast,Titanic,,"McNALLY, Kevin Anthony",Workers' Party,70,Workers' Party,Socialist,2014 Votes
Belfast,Titanic,Y,"NEWTON, Adam",DUP,1017,DUP,Unionist,2014 Votes
Belfast,Titanic,Y,"Ó DONNGHAILE, Niall",Sinn Féin,1156,SF,Nationalist,2014 Votes
Belfast,Titanic,Y,"ROBINSON, Gavin",DUP,1148,DUP,Unionist,2014 Votes
Belfast,Titanic,,"TOAN, Harry",TUV,578,TUV,Unionist,2014 Votes
Belfast,Titanic,,"WHITE, Sam",DUP,416,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Airport,Y,Anne-Marie Logue,Sinn Féin,1212,SF,Nationalist,2014 Votes
Antrim and Newtownabbey,Airport,Y,Thomas Burns,SDLP,975,SDLP,Nationalist,2014 Votes
Antrim and Newtownabbey,Airport,Y,Matthew Magill,DUP,923,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Airport,Y,Paul Michael,UUP,798,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Airport,Y,Mervyn Rea,UUP,726,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Airport,,Roy Thompson,DUP,609,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Airport,,Alan Lawther,Alliance,547,AP,Other,2014 Votes
Antrim and Newtownabbey,Airport,,Heather Fee,NI21,276,NI21,Unionist,2014 Votes
